ENSECAT00000013004.1	SYCE1
ENSECAT00000008372.1	PLK4
ENSECAT00000010490.1	HSPA4L
ENSECAT00000011257.1	SLC25A31
ENSECAT00000012475.1	INTU
ENSECAT00000027231.1	U6
ENSECAT00000013920.1	FAT4
ENSECAT00000014280.1	ANKRD50
ENSECAT00000028562.1	eca-mir-147b
ENSECAT00000014299.1	SPRY1
ENSECAT00000014804.1	SPATA5
ENSECAT00000027655.1	SNORA61
ENSECAT00000015451.1	NUDT6
ENSECAT00000015464.1	FGF2
ENSECAT00000003846.1	BBS12
ENSECAT00000027274.1	U6
ENSECAT00000016317.1	IL21
ENSECAT00000016535.1	IL2
ENSECAT00000017914.1	ADAD1
ENSECAT00000020736.1	KIAA1109
ENSECAT00000024993.1	TRPC3
ENSECAT00000025760.1	BBS7
ENSECAT00000026226.1	CCNA2
ENSECAT00000026720.1	EXOSC9
ENSECAT00000007591.1	ANXA5
ENSECAT00000011177.1	QRFPR
ENSECAT00000011304.1	TNIP3
ENSECAT00000011845.1	NDNF
ENSECAT00000012087.1	PRDM5
ENSECAT00000014216.1	MAD2L1
ENSECAT00000015204.1	PDE5A
ENSECAT00000015316.1	PDE5A
ENSECAT00000015340.1	PDE5A
ENSECAT00000017130.1	I-FABP
ENSECAT00000017155.1	C4orf3
ENSECAT00000017379.1	USP53
ENSECAT00000018474.1	MYOZ2
ENSECAT00000019242.1	SYNPO2
ENSECAT00000020037.1	SEC24D
ENSECAT00000023059.1	METTL14
ENSECAT00000023861.1	PRSS12
ENSECAT00000028045.1	SNORA24
ENSECAT00000024207.1	NDST3
ENSECAT00000027996.1	U6
ENSECAT00000024989.1	NDST4
ENSECAT00000026123.1	UGT8
ENSECAT00000026143.1	ARSJ
ENSECAT00000026159.1	CAMK2D
ENSECAT00000029069.1	CAMK2D
ENSECAT00000026265.1	CAMK2D
ENSECAT00000026638.1	ANK2
ENSECAT00000026644.1	ANK2
ENSECAT00000001702.1	LARP7
ENSECAT00000001915.1	LARP7
ENSECAT00000027574.1	eca-mir-302b
ENSECAT00000028423.1	eca-mir-302c
ENSECAT00000027508.1	eca-mir-302a
ENSECAT00000027260.1	eca-mir-302d
ENSECAT00000027588.1	eca-mir-367
ENSECAT00000006145.1	ZGRF1
ENSECAT00000028675.1	5S_rRNA
ENSECAT00000007370.1	ALPK1
ENSECAT00000007419.1	ALPK1
ENSECAT00000028782.1	U4
ENSECAT00000004392.1	TIFA
ENSECAT00000007659.1	AP1AR
ENSECAT00000007892.1	C4orf32
ENSECAT00000029216.1	7SK
ENSECAT00000008599.1	PITX2
ENSECAT00000009826.1	ENPEP
ENSECAT00000011024.1	ELOVL6
ENSECAT00000011719.1	EGF
ENSECAT00000011725.1	EGF
ENSECAT00000013803.1	LRIT3
ENSECAT00000014145.1	RRH
ENSECAT00000014291.1	GAR1
ENSECAT00000014752.1	CFI
ENSECAT00000014791.1	CFI
ENSECAT00000016158.1	PLA2G12A
ENSECAT00000016426.1	CASP6
ENSECAT00000017153.1	CCDC109B
ENSECAT00000017682.1	SEC24B
ENSECAT00000018719.1	COL25A1
ENSECAT00000018726.1	COL25A1
ENSECAT00000020135.1	ETNPPL
ENSECAT00000020861.1	OSTC
ENSECAT00000020998.1	RPL34
ENSECAT00000021256.1	LEF1
ENSECAT00000021610.1	HADH
ENSECAT00000022814.1	CYP2U1
ENSECAT00000023042.1	SGMS2
ENSECAT00000023500.1	PAPSS1
ENSECAT00000029396.1	SNORD112
ENSECAT00000000696.1	DKK2
ENSECAT00000006504.1	AIMP1
ENSECAT00000007160.1	TBCK
ENSECAT00000008755.1	NPNT
ENSECAT00000010096.1	GSTCD
ENSECAT00000011363.1	INTS12
ENSECAT00000011531.1	ARHGEF38
ENSECAT00000011678.1	PPA2
ENSECAT00000011865.1	TET2
ENSECAT00000013211.1	TACR3
ENSECAT00000013404.1	TACR3
ENSECAT00000000344.1	SHCBP1
ENSECAT00000004933.1	VPS35
ENSECAT00000007230.1	ORC6
ENSECAT00000009065.1	MYLK3
ENSECAT00000028053.1	U6
ENSECAT00000006137.1	RAP1A
ENSECAT00000009337.1	C16orf87
ENSECAT00000009718.1	GPT2
ENSECAT00000009832.1	DNAJA2
ENSECAT00000010278.1	NETO2
ENSECAT00000014564.1	ITFG1
ENSECAT00000019411.1	PHKB
ENSECAT00000021285.1	ABCC12
ENSECAT00000022552.1	ABCC11
ENSECAT00000024215.1	LONP2
ENSECAT00000026021.1	SIAH1
ENSECAT00000026072.1	N4BP1
ENSECAT00000000030.1	CBLN1
ENSECAT00000000137.1	C16orf78
ENSECAT00000000207.1	ZNF423
ENSECAT00000029011.1	CNEP1R1
ENSECAT00000000451.1	HEATR3
ENSECAT00000008090.1	ADCY7
ENSECAT00000014070.1	BRD7
ENSECAT00000016790.1	NKD1
ENSECAT00000017700.1	SNX20
ENSECAT00000018435.1	NOD2
ENSECAT00000007733.1	CYLD
ENSECAT00000011720.1	SALL1
ENSECAT00000027194.1	U6
ENSECAT00000011803.1	TOX3
ENSECAT00000012261.1	CHD9
ENSECAT00000015315.1	RBL2
ENSECAT00000021775.1	AKTIP
ENSECAT00000023893.1	RPGRIP1L
ENSECAT00000023898.1	RPGRIP1L
ENSECAT00000024522.1	FTO
ENSECAT00000025189.1	IRX3
ENSECAT00000025199.1	IRX5
ENSECAT00000025275.1	IRX6
ENSECAT00000004278.1	MMP2
ENSECAT00000010163.1	LPCAT2
ENSECAT00000012436.1	SLC6A2
ENSECAT00000011396.1	CES5A
ENSECAT00000013876.1	GNAO1
ENSECAT00000017000.1	AMFR
ENSECAT00000001696.1	NUDT21
ENSECAT00000007718.1	OGFOD1
ENSECAT00000011112.1	BBS2
ENSECAT00000014386.1	MT4
ENSECAT00000015904.1	MT3
ENSECAT00000005256.1	NUP93
ENSECAT00000005664.1	NUP93
ENSECAT00000027782.1	eca-mir-138-1
ENSECAT00000016156.1	SLC12A3
ENSECAT00000011996.1	HERPUD1
ENSECAT00000015396.1	NLRC5
ENSECAT00000020690.1	CPNE2
ENSECAT00000009672.1	FAM192A
ENSECAT00000009689.1	FAM192A
ENSECAT00000014565.1	RSPRY1
ENSECAT00000017600.1	ARL2BP
ENSECAT00000019072.1	PLLP
ENSECAT00000019145.1	CCL22
ENSECAT00000019476.1	CX3CL1
ENSECAT00000000039.1	CCL17
ENSECAT00000000090.1	CIAPIN1
ENSECAT00000008347.1	COQ9
ENSECAT00000016613.1	POLR2C
ENSECAT00000019801.1	DOK4
ENSECAT00000021417.1	CCDC102A
ENSECAT00000022366.1	ADGRG5
ENSECAT00000022370.1	ADGRG5
ENSECAT00000023171.1	ADGRG1
ENSECAT00000010983.1	ADGRG3
ENSECAT00000013244.1	DRC7
ENSECAT00000018408.1	KATNB1
ENSECAT00000008940.1	KIFC3
ENSECAT00000014876.1	CNGB1
ENSECAT00000014908.1	CNGB1
ENSECAT00000018806.1	TEPP
ENSECAT00000020732.1	USB1
ENSECAT00000000336.1	MMP15
ENSECAT00000011445.1	CFAP20
ENSECAT00000014950.1	CSNK2A2
ENSECAT00000019083.1	CCDC113
ENSECAT00000021686.1	PRSS54
ENSECAT00000029692.1	U6
ENSECAT00000023735.1	GINS3
ENSECAT00000002658.1	NDRG4
ENSECAT00000008835.1	SETD6
ENSECAT00000008903.1	SETD6
ENSECAT00000011364.1	CNOT1
ENSECAT00000028604.1	SNORA46
ENSECAT00000027841.1	SNORA50
ENSECAT00000008197.1	SLC38A7
ENSECAT00000017874.1	GOT2
ENSECAT00000008413.1	CDH8
ENSECAT00000029341.1	U2
ENSECAT00000027704.1	U6
ENSECAT00000009309.1	CDH11
ENSECAT00000019937.1	CDH5
ENSECAT00000007073.1	BEAN1
ENSECAT00000007447.1	TK2
ENSECAT00000029158.1	CKLF
ENSECAT00000017065.1	CMTM2
ENSECAT00000018705.1	CMTM3
ENSECAT00000019547.1	CMTM4
ENSECAT00000021863.1	DYNC1LI2
ENSECAT00000021919.1	DYNC1LI2
ENSECAT00000018880.1	CCDC79
ENSECAT00000023443.1	NAE1
ENSECAT00000026928.1	CA7
ENSECAT00000006330.1	PDP2
ENSECAT00000010631.1	CDH16
ENSECAT00000006852.1	RRAD
ENSECAT00000011274.1	FAM96B
ENSECAT00000013985.1	CES2
ENSECAT00000010753.1	CES3
ENSECAT00000027309.1	U6
ENSECAT00000015625.1	CBFB
ENSECAT00000023959.1	C16orf70
ENSECAT00000006357.1	B3GNT9
ENSECAT00000014311.1	TRADD
ENSECAT00000017785.1	HSF4
ENSECAT00000026439.1	KIAA0895L
ENSECAT00000002744.1	EXOC3L1
ENSECAT00000016647.1	E2F4
ENSECAT00000007622.1	ELMO3
ENSECAT00000028473.1	eca-mir-328
ENSECAT00000006924.1	LRRC29
ENSECAT00000008665.1	TMEM208
ENSECAT00000021928.1	SLC9A5
ENSECAT00000021969.1	SLC9A5
ENSECAT00000022121.1	SLC9A5
ENSECAT00000022159.1	SLC9A5
ENSECAT00000007292.1	PLEKHG4
ENSECAT00000014861.1	KCTD19
ENSECAT00000023009.1	LRRC36
ENSECAT00000007216.1	TPPP3
ENSECAT00000011184.1	ZDHHC1
ENSECAT00000014753.1	11-HSD2
ENSECAT00000016558.1	ATP6V0D1
ENSECAT00000017741.1	AGRP
ENSECAT00000020084.1	FAM65A
ENSECAT00000020141.1	FAM65A
ENSECAT00000016951.1	CTCF
ENSECAT00000029065.1	RLTPR
ENSECAT00000011199.1	RLTPR
ENSECAT00000020010.1	RLTPR
ENSECAT00000021619.1	ACD
ENSECAT00000006736.1	PARD6A
ENSECAT00000009522.1	ENKD1
ENSECAT00000011127.1	C16orf86
ENSECAT00000011194.1	GFOD2
ENSECAT00000013342.1	RANBP10
ENSECAT00000010032.1	TSNAXIP1
ENSECAT00000018443.1	CENPT
ENSECAT00000006382.1	THAP11
ENSECAT00000022992.1	NUTF2
ENSECAT00000011687.1	EDC4
ENSECAT00000009044.1	NRN1L
ENSECAT00000009896.1	PSKH1
ENSECAT00000012908.1	PSMB10
ENSECAT00000024123.1	LCAT
ENSECAT00000013767.1	SLC12A4
ENSECAT00000016411.1	DPEP3
ENSECAT00000018390.1	DPEP2
ENSECAT00000006408.1	DDX28
ENSECAT00000024984.1	DUS2
ENSECAT00000014815.1	NFATC3
ENSECAT00000018683.1	ESRP2
ENSECAT00000015455.1	PLA2G15
ENSECAT00000025033.1	SLC7A6
ENSECAT00000009382.1	SLC7A6OS
ENSECAT00000011606.1	PRMT7
ENSECAT00000000168.1	SMPD3
ENSECAT00000007829.1	ZFP90
ENSECAT00000010055.1	CDH3
ENSECAT00000023257.1	CDH1
ENSECAT00000016960.1	TANGO6
ENSECAT00000016978.1	TANGO6
ENSECAT00000025045.1	HAS3
ENSECAT00000009199.1	CHTF8
ENSECAT00000012596.1	CIRH1A
ENSECAT00000004438.1	SNTB2
ENSECAT00000026189.1	NIP7
ENSECAT00000026430.1	TERF2
ENSECAT00000000227.1	CYB5B
ENSECAT00000010911.1	NFAT5
ENSECAT00000021852.1	NQO1
ENSECAT00000025578.1	NOB1
ENSECAT00000007141.1	WWP2
ENSECAT00000028381.1	eca-mir-140
ENSECAT00000021676.1	PSMD7
ENSECAT00000006486.1	PTMA
ENSECAT00000024590.1	ZFHX3
ENSECAT00000024600.1	ZFHX3
ENSECAT00000026432.1	PMFBP1
ENSECAT00000001898.1	DHX38
ENSECAT00000022790.1	TXNL4B
ENSECAT00000000950.1	DHODH
ENSECAT00000015255.1	PKD1L3
ENSECAT00000015367.1	PKD1L3
ENSECAT00000024550.1	IST1
ENSECAT00000008614.1	ZNF821
ENSECAT00000013983.1	AP1G1
ENSECAT00000028474.1	SNORD71
ENSECAT00000013010.1	PHLPP2
ENSECAT00000020667.1	MARVELD3
ENSECAT00000023194.1	TAT
ENSECAT00000006503.1	CHST4
ENSECAT00000015456.1	ZNF19
ENSECAT00000016563.1	ZNF23
ENSECAT00000018846.1	CALB2
ENSECAT00000018961.1	CALB2
ENSECAT00000006559.1	CMTR2
ENSECAT00000013535.1	HYDIN
ENSECAT00000013630.1	HYDIN
ENSECAT00000013402.1	VAC14
ENSECAT00000000215.1	MTSS1L
ENSECAT00000012792.1	IL34
ENSECAT00000014693.1	SF3B3
ENSECAT00000028368.1	SNORD111
ENSECAT00000027914.1	SNORD111
ENSECAT00000015689.1	COG4
ENSECAT00000013198.1	FUK
ENSECAT00000029253.1	snoU13
ENSECAT00000025591.1	ST3GAL2
ENSECAT00000008210.1	DDX19A
ENSECAT00000009335.1	AARS
ENSECAT00000025522.1	PDPR
ENSECAT00000025543.1	PDPR
ENSECAT00000017810.1	GLG1
ENSECAT00000017844.1	GLG1
ENSECAT00000015665.1	RFWD3
ENSECAT00000018583.1	MLKL
ENSECAT00000021661.1	FA2H
ENSECAT00000024547.1	WDR59
ENSECAT00000009341.1	ZNRF1
ENSECAT00000010776.1	LDHD
ENSECAT00000015397.1	ZFP1
ENSECAT00000015483.1	BCAR1
ENSECAT00000028915.1	CFDP1
ENSECAT00000000645.1	CFDP1
ENSECAT00000020132.1	CFDP1
ENSECAT00000000467.1	GABARAPL2
ENSECAT00000009407.1	ADAT1
ENSECAT00000014538.1	KARS
ENSECAT00000011105.1	TERF2IP
ENSECAT00000013344.1	CNTNAP4
ENSECAT00000013397.1	CNTNAP4
ENSECAT00000029497.1	7SK
ENSECAT00000016730.1	MON1B
ENSECAT00000028917.1	SYCE1L
ENSECAT00000020418.1	ADAMTS18
ENSECAT00000009579.1	NUDT7
ENSECAT00000010253.1	VAT1L
ENSECAT00000028513.1	SNORA15
ENSECAT00000015448.1	CLEC3A
ENSECAT00000016807.1	DHRS12
ENSECAT00000019571.1	MAF
ENSECAT00000019921.1	DYNLRB2
ENSECAT00000020395.1	CDYL2
ENSECAT00000000830.1	CMC2
ENSECAT00000001902.1	CENPN
ENSECAT00000012349.1	ATMIN
ENSECAT00000016078.1	C16orf46
ENSECAT00000029000.1	GCSH
ENSECAT00000000417.1	BCO1
ENSECAT00000029654.1	7SK
ENSECAT00000012579.1	GAN
ENSECAT00000014554.1	CMIP
ENSECAT00000003199.1	PLCG2
ENSECAT00000011727.1	SDR42E1
ENSECAT00000012595.1	HSD17B2
ENSECAT00000020606.1	MPHOSPH6
ENSECAT00000029419.1	7SK
ENSECAT00000022486.1	CDH13
ENSECAT00000028661.1	7SK
ENSECAT00000028902.1	HSBP1
ENSECAT00000024631.1	OSGIN1
ENSECAT00000025550.1	NECAB2
ENSECAT00000025569.1	NECAB2
ENSECAT00000003373.1	SLC38A8
ENSECAT00000011316.1	MBTPS1
ENSECAT00000009934.1	HSDL1
ENSECAT00000014309.1	DNAAF1
ENSECAT00000016622.1	TAF1C
ENSECAT00000021657.1	ADAD2
ENSECAT00000024058.1	KCNG4
ENSECAT00000004495.1	WFDC1
ENSECAT00000007677.1	ATP2C2
ENSECAT00000008862.1	TLDC1
ENSECAT00000013285.1	COTL1
ENSECAT00000016811.1	KLHL36
ENSECAT00000019683.1	USP10
ENSECAT00000026607.1	CRISPLD2
ENSECAT00000010421.1	ZDHHC7
ENSECAT00000016628.1	KIAA0513
ENSECAT00000021521.1	FAM92B
ENSECAT00000024133.1	GSE1
ENSECAT00000026008.1	GINS2
ENSECAT00000003745.1	EMC8
ENSECAT00000012060.1	C16orf74
ENSECAT00000012285.1	COX4I1
ENSECAT00000028195.1	U6atac
ENSECAT00000016408.1	IRF8
ENSECAT00000021303.1	FOXF1
ENSECAT00000022281.1	MTHFSD
ENSECAT00000000683.1	FOXC2
ENSECAT00000000693.1	FOXL1
ENSECAT00000002684.1	FBXO31
ENSECAT00000013678.1	ZCCHC14
ENSECAT00000019502.1	JPH3
ENSECAT00000021032.1	KLHDC4
ENSECAT00000009904.1	SLC7A5
ENSECAT00000009912.1	SLC7A5
ENSECAT00000025441.1	CA5A
ENSECAT00000000470.1	BANP
ENSECAT00000000489.1	BANP
ENSECAT00000012377.1	ZC3H18
ENSECAT00000012512.1	ZC3H18
ENSECAT00000009944.1	IL17C
ENSECAT00000011277.1	CYBA
ENSECAT00000011581.1	MVD
ENSECAT00000012555.1	SNAI3
ENSECAT00000013461.1	RNF166
ENSECAT00000017134.1	CTU2
ENSECAT00000017157.1	CTU2
ENSECAT00000022425.1	PIEZO1
ENSECAT00000022571.1	PIEZO1
ENSECAT00000005768.1	CDT1
ENSECAT00000029081.1	APRT
ENSECAT00000009249.1	GALNS
ENSECAT00000020893.1	TRAPPC2L
ENSECAT00000000322.1	PABPN1L
ENSECAT00000005145.1	CBFA2T3
ENSECAT00000005168.1	CBFA2T3
ENSECAT00000015979.1	ACSF3
ENSECAT00000024449.1	CDH15
ENSECAT00000020035.1	SPG7
ENSECAT00000012213.1	RPL13
ENSECAT00000027332.1	snoMBII-202
ENSECAT00000022368.1	CPNE7
ENSECAT00000024690.1	DPEP1
ENSECAT00000000708.1	SPATA33
ENSECAT00000026987.1	CDK10
ENSECAT00000012615.1	SPATA2L
ENSECAT00000013213.1	VPS9D1
ENSECAT00000020818.1	ZNF276
ENSECAT00000026162.1	FANCA
ENSECAT00000026176.1	FANCA
ENSECAT00000012510.1	SPIRE2
ENSECAT00000020496.1	TCF25
ENSECAT00000000742.1	MC1R
ENSECAT00000013455.1	TUBB3
ENSECAT00000009006.1	DEF8
ENSECAT00000020299.1	DBNDD1
ENSECAT00000021480.1	GAS8
ENSECAT00000014190.1	PRDM7
ENSECAT00000026480.1	CENPE
ENSECAT00000010259.1	BDH2
ENSECAT00000010873.1	SLC9B2
ENSECAT00000013520.1	SLC9B1
ENSECAT00000021872.1	CISD2
ENSECAT00000021936.1	UBE2D3
ENSECAT00000023394.1	MANBA
ENSECAT00000016267.1	NFKB1
ENSECAT00000016309.1	NFKB1
ENSECAT00000026997.1	SLC39A8
ENSECAT00000008175.1	BANK1
ENSECAT00000029102.1	BANK1
ENSECAT00000010925.1	PPP3CA
ENSECAT00000027605.1	5_8S_rRNA
ENSECAT00000024297.1	EMCN
ENSECAT00000025405.1	DDIT4L
ENSECAT00000025457.1	H2AFZ
ENSECAT00000008640.1	DNAJB14
ENSECAT00000014257.1	LAMTOR3
ENSECAT00000018313.1	DAPP1
ENSECAT00000024429.1	MTTP
ENSECAT00000028893.1	MTTP
ENSECAT00000024999.1	MTTP
ENSECAT00000012933.1	TRMT10A
ENSECAT00000016293.1	C4orf17
ENSECAT00000016192.1	ADH6
ENSECAT00000018959.1	METAP1
ENSECAT00000006865.1	EIF4E
ENSECAT00000027778.1	U6
ENSECAT00000014831.1	TSPAN5
ENSECAT00000022636.1	RAP1GDS1
ENSECAT00000029700.1	7SK
ENSECAT00000028957.1	STPG2
ENSECAT00000029380.1	U6
ENSECAT00000000966.1	PDHA2
ENSECAT00000012913.1	BMPR1B
ENSECAT00000021046.1	UNC5C
ENSECAT00000021047.1	UNC5C
ENSECAT00000017877.1	PDLIM5
ENSECAT00000029661.1	eca-mir-684
ENSECAT00000005988.1	HPGDS
ENSECAT00000012326.1	SMARCAD1
ENSECAT00000001037.1	ATOH1
ENSECAT00000023479.1	GRID2
ENSECAT00000028967.1	GRID2
ENSECAT00000001175.1	GRID2
ENSECAT00000029568.1	7SK
ENSECAT00000011796.1	CCSER1
ENSECAT00000012186.1	MMRN1
ENSECAT00000012231.1	MMRN1
ENSECAT00000016509.1	SNCA
ENSECAT00000028343.1	U6
ENSECAT00000019371.1	GPRIN3
ENSECAT00000020704.1	FAM13A
ENSECAT00000020707.1	FAM13A
ENSECAT00000028303.1	SNORA57
ENSECAT00000012452.1	HERC3
ENSECAT00000001559.1	NAP1L5
ENSECAT00000029364.1	7SK
ENSECAT00000001627.1	PYURF
ENSECAT00000016316.1	HERC5
ENSECAT00000020769.1	HERC6
ENSECAT00000005398.1	PPM1K
ENSECAT00000010513.1	ABCG2
ENSECAT00000025991.1	PKD2
ENSECAT00000026010.1	PKD2
ENSECAT00000018317.1	SPP1
ENSECAT00000026165.1	MEPE
ENSECAT00000026378.1	IBSP
ENSECAT00000004345.1	DMP1
ENSECAT00000007669.1	DSPP
ENSECAT00000009975.1	SPARCL1
ENSECAT00000010021.1	SPARCL1
ENSECAT00000010113.1	SPARCL1
ENSECAT00000020843.1	NUDT9
ENSECAT00000008370.1	HSD17B11
ENSECAT00000013366.1	HSD17B13
ENSECAT00000019240.1	KLHL8
ENSECAT00000004716.1	AFF1
ENSECAT00000012525.1	C4orf36
ENSECAT00000013376.1	SLC10A6
ENSECAT00000017016.1	PTPN13
ENSECAT00000018953.1	MAPK10
ENSECAT00000013405.1	ARHGAP24
ENSECAT00000028790.1	U6
ENSECAT00000018302.1	WDFY3
ENSECAT00000018310.1	WDFY3
ENSECAT00000012918.1	CDS1
ENSECAT00000023144.1	NKX6-1
ENSECAT00000001895.1	OOEP
ENSECAT00000025820.1	AGPAT9
ENSECAT00000020338.1	FAM175A
ENSECAT00000021636.1	MRPS18C
ENSECAT00000022179.1	HELQ
ENSECAT00000025455.1	HPSE
ENSECAT00000013095.1	COQ2
ENSECAT00000015699.1	PLAC8
ENSECAT00000016264.1	COPS4
ENSECAT00000009353.1	LIN54
ENSECAT00000017530.1	THAP9
ENSECAT00000029691.1	SNORA31
ENSECAT00000019300.1	SEC31A
ENSECAT00000019317.1	SEC31A
ENSECAT00000019340.1	SEC31A
ENSECAT00000019350.1	SEC31A
ENSECAT00000015537.1	SCD5
ENSECAT00000019091.1	TMEM150C
ENSECAT00000020874.1	ENOPH1
ENSECAT00000024337.1	HNRNPD
ENSECAT00000009949.1	HNRNPD
ENSECAT00000010079.1	HNRNPD
ENSECAT00000022003.1	RASGEF1B
ENSECAT00000026428.1	PRKG2
ENSECAT00000014988.1	BMP3
ENSECAT00000016413.1	C4orf22
ENSECAT00000029755.1	7SK
ENSECAT00000016512.1	FGF5
ENSECAT00000018730.1	PRDM8
ENSECAT00000019611.1	ANTXR2
ENSECAT00000029628.1	U6
ENSECAT00000002225.1	GK2
ENSECAT00000016603.1	PAQR3
ENSECAT00000017038.1	BMP2K
ENSECAT00000019790.1	ANXA3
ENSECAT00000008119.1	FRAS1
ENSECAT00000026405.1	MRPL1
ENSECAT00000028455.1	U6
ENSECAT00000003130.1	CNOT6L
ENSECAT00000012214.1	CXCL13
ENSECAT00000015115.1	CCNG2
ENSECAT00000021545.1	CCNI
ENSECAT00000006999.1	SEPT11
ENSECAT00000002380.1	SOWAHB
ENSECAT00000020129.1	SHROOM3
ENSECAT00000027200.1	SNORA3
ENSECAT00000020829.1	CCDC158
ENSECAT00000028480.1	5S_rRNA
ENSECAT00000028364.1	U6
ENSECAT00000025258.1	FAM47E-STBD1
ENSECAT00000026682.1	SCARB2
ENSECAT00000027001.1	NUP54
ENSECAT00000008107.1	ART3
ENSECAT00000012662.1	CXCL11
ENSECAT00000013951.1	CXCL10
ENSECAT00000015409.1	CXCL9
ENSECAT00000017448.1	SDAD1
ENSECAT00000005838.1	NAAA
ENSECAT00000009731.1	PPEF2
ENSECAT00000014446.1	USO1
ENSECAT00000014454.1	USO1
ENSECAT00000008338.1	G3BP2
ENSECAT00000013695.1	CDKL2
ENSECAT00000016517.1	THAP6
ENSECAT00000017128.1	RCHY1
ENSECAT00000022972.1	PARM1
ENSECAT00000028033.1	U6
ENSECAT00000024002.1	BTC
ENSECAT00000024083.1	AREG
ENSECAT00000007654.1	EREG
ENSECAT00000008165.1	EPGN
ENSECAT00000029050.1	MTHFD2L
ENSECAT00000010991.1	MGSA
ENSECAT00000011896.1	MIP-2BETA
ENSECAT00000013150.1	PPBP
ENSECAT00000013283.1	CXCL6
ENSECAT00000016212.1	IL8
ENSECAT00000020774.1	RASSF6
ENSECAT00000020789.1	RASSF6
ENSECAT00000024055.1	AFM
ENSECAT00000025232.1	AFP
ENSECAT00000011699.1	ALB
ENSECAT00000007474.1	ANKRD17
ENSECAT00000007555.1	ANKRD17
ENSECAT00000018161.1	COX18
ENSECAT00000029211.1	SNORD112
ENSECAT00000020095.1	ADAMTS3
ENSECAT00000029123.1	ADAMTS3
ENSECAT00000020443.1	ADAMTS3
ENSECAT00000006835.1	NPFFR2
ENSECAT00000011144.1	GC
ENSECAT00000021313.1	SLC4A4
ENSECAT00000023344.1	DCK
ENSECAT00000025549.1	MOB1B
ENSECAT00000026066.1	GRSF1
ENSECAT00000009709.1	RUFY3
ENSECAT00000009790.1	RUFY3
ENSECAT00000005310.1	UTP3
ENSECAT00000021268.1	JCHAIN
ENSECAT00000022630.1	ENAM
ENSECAT00000023127.1	AMBN
ENSECAT00000000460.1	AMTN
ENSECAT00000005420.1	CABS1
ENSECAT00000001652.1	CSN3
ENSECAT00000006557.1	ODAM
ENSECAT00000010264.1	CSN2
ENSECAT00000015064.1	CSN1S1
ENSECAT00000018772.1	SULT1E1
ENSECAT00000016051.1	UGT2A3
ENSECAT00000020935.1	UGT2A2
ENSECAT00000019810.1	YTHDC1
ENSECAT00000019849.1	YTHDC1
ENSECAT00000027582.1	U6
ENSECAT00000025565.1	TMPRSS11E
ENSECAT00000025957.1	TMPRSS11B
ENSECAT00000006723.1	TMPRSS11F
ENSECAT00000009635.1	TMPRSS11A
ENSECAT00000011048.1	TMPRSS11D
ENSECAT00000005669.1	GNRHR
ENSECAT00000013281.1	UBA6
ENSECAT00000016995.1	STAP1
ENSECAT00000017003.1	STAP1
ENSECAT00000019514.1	CENPC
ENSECAT00000029751.1	SNORA31
ENSECAT00000029224.1	U6
ENSECAT00000002427.1	EPHA5
ENSECAT00000002712.1	EPHA5
ENSECAT00000017858.1	TECRL
ENSECAT00000020364.1	ADGRL3
ENSECAT00000020369.1	ADGRL3
ENSECAT00000020371.1	ADGRL3
ENSECAT00000013593.1	AGM
ENSECAT00000014599.1	POLR2B
ENSECAT00000021939.1	NOA1
ENSECAT00000024094.1	REST
ENSECAT00000000824.1	SPINK2
ENSECAT00000004541.1	HOPX
ENSECAT00000004708.1	THEGL
ENSECAT00000005018.1	ARL9
ENSECAT00000007714.1	SRP72
ENSECAT00000021255.1	PAICS
ENSECAT00000025531.1	PPAT
ENSECAT00000010008.1	AASDH
ENSECAT00000010066.1	AASDH
ENSECAT00000014420.1	KIAA1211
ENSECAT00000027204.1	U6
ENSECAT00000015425.1	CEP135
ENSECAT00000025747.1	EXOC1
ENSECAT00000025749.1	EXOC1
ENSECAT00000025753.1	EXOC1
ENSECAT00000027153.1	NMU
ENSECAT00000027167.1	PDCL2
ENSECAT00000007476.1	CLOCK
ENSECAT00000019993.1	TMEM165
ENSECAT00000020535.1	SRD5A3
ENSECAT00000021518.1	KDR
ENSECAT00000021639.1	KDR
ENSECAT00000027683.1	U6
ENSECAT00000014037.1	KIT
ENSECAT00000014185.1	KIT
ENSECAT00000014267.1	KIT
ENSECAT00000013981.1	GSX2
ENSECAT00000014743.1	CHIC2
ENSECAT00000018133.1	LNX1
ENSECAT00000020783.1	FIP1L1
ENSECAT00000002188.1	SCFD2
ENSECAT00000028956.1	SCFD2
ENSECAT00000003387.1	SCFD2
ENSECAT00000004281.1	RASL11B
ENSECAT00000028449.1	SNORA26
ENSECAT00000027774.1	SNORA27
ENSECAT00000009351.1	USP46
ENSECAT00000018946.1	SPATA18
ENSECAT00000021483.1	SGCB
ENSECAT00000023760.1	LRRC66
ENSECAT00000025838.1	DCUN1D4
ENSECAT00000026835.1	CWH43
ENSECAT00000026943.1	OCIAD2
ENSECAT00000026963.1	OCIAD1
ENSECAT00000027142.1	FRYL
ENSECAT00000027145.1	FRYL
ENSECAT00000023013.1	ZAR1
ENSECAT00000023071.1	SLC10A4
ENSECAT00000025177.1	SLAIN2
ENSECAT00000026467.1	TEC
ENSECAT00000017957.1	TXK
ENSECAT00000020757.1	NIPAL1
ENSECAT00000022371.1	CNGA1
ENSECAT00000024047.1	NFXL1
ENSECAT00000006170.1	CORIN
